,MACE-MP-0b3
BH9_02_72TS,-279.9256174892231
BH9_02_73P,-234.80612425607083
BH9_02_73R1,-177.29331323667978
BH9_02_73R2,-55.57800446978256
BH9_02_73TS,-232.89887187985437
BH9_02_74P,-234.7989943276548
BH9_02_74R,-235.09672087855952
BH9_02_74TS,-234.38666275408013
BH9_02_75P,-251.99751103945073
BH9_02_75R1,-177.29331263563077
BH9_02_75R2,-73.47787111238262
BH9_02_75TS,-250.6114687775405
BH9_02_76P,-251.96269476767037
BH9_02_76R,-251.5837784138311
BH9_02_76TS,-251.1033527055769
BH9_02_77P,-276.9745076079526
BH9_02_77R1,-177.29331320338756
BH9_02_77R2,-98.39305352852132
BH9_02_77TS,-275.4610056995076
BH9_02_78P,-276.91334035144274
BH9_02_78R,-276.7475619769121
BH9_02_78TS,-276.1260878400317
BH9_02_79P,-301.634435648872
BH9_02_79R1,-177.2933138197627
BH9_02_79R2,-122.70926205951345
BH9_02_79TS,-300.06425318330776
BH9_02_7P,-372.70744325199246
BH9_02_7R,-371.88309689971015
BH9_02_7TS,-371.69997235891026
BH9_02_80P,-301.60382566065044
BH9_02_80R,-300.9251851766043
BH9_02_80TS,-300.2448569446131
BH9_02_81P,-243.44287773519696
BH9_02_81R1,-177.29331348726856
BH9_02_81R2,-64.72901398024185
BH9_02_81TS,-241.9301950001581
BH9_02_82P,-243.17066530162558
BH9_02_82R1,-125.60938059815263
BH9_02_82R2,-116.66735740923514
BH9_02_82TS,-242.27534738705504
BH9_02_83P,-305.9944527725313
BH9_02_83R,-304.9414686749454
BH9_02_83TS,-304.9481086977065
BH9_02_84P,-247.04236999334063
BH9_02_84R,-245.21437422722875
BH9_02_84TS,-244.9934427671878
BH9_02_85P,-247.0490628281329
BH9_02_85R,-245.22645088602349
BH9_02_85TS,-245.0091878740413
BH9_02_86P,-318.94372944594505
BH9_02_86R,-317.31006110193266
BH9_02_86TS,-317.04810632846835
BH9_02_87P,-318.926785261353
BH9_02_87R,-317.2967834731731
BH9_02_87TS,-316.93639956182597
BH9_02_88P,-285.6447328212744
BH9_02_88R,-283.7775471338744
BH9_02_88TS,-283.59216593762426
BH9_02_89P,-285.7177535717202
BH9_02_89R,-283.76534672143487
BH9_02_89TS,-283.61197371024326
BH9_02_8P,-310.4849729620725
BH9_02_8R,-309.22763791756057
BH9_02_8TS,-309.35811890280735
BH9_02_90P,-263.6445567474937
BH9_02_90R,-261.93848088557075
BH9_02_90TS,-261.6177780965847
BH9_02_91P,-263.67412493797895
BH9_02_91R,-261.8895706565231
BH9_02_91TS,-261.60744599409486
BH9_02_92P,-309.65934086157284
BH9_02_92R,-308.0419422489125
BH9_02_92TS,-307.69313750817435
BH9_02_93P,-309.6375218347686
BH9_02_93R,-307.9416445267019
BH9_02_93TS,-307.65577205971783
BH9_02_94P,-312.92565971378815
BH9_02_94R,-311.17950862131323
BH9_02_94TS,-310.90528395336287
BH9_02_95P,-312.9547772949122
BH9_02_95R,-311.15910217016227
BH9_02_95TS,-310.9257318136727
BH9_02_96P,-159.32650817005572
BH9_02_96R,-159.17401788027217
BH9_02_96TS,-159.3868021530826
BH9_02_97P,-163.07889054287133
BH9_02_97R,-163.46980514523415
BH9_02_97TS,-163.13317116383217
BH9_02_98P,-89.3893964401248
BH9_02_98R,-88.80052151835302
BH9_02_98TS,-88.12930040743028
BH9_02_99P,-89.40115777415673
BH9_02_99R,-88.80052151835302
BH9_02_99TS,-88.16003023032941
BH9_02_9P,-271.3933953685984
BH9_02_9R,-270.0941800006831
BH9_02_9TS,-269.7194864683448
BH9_03_10P1,-103.20454236823488
BH9_03_10P2,-27.88319372013736
BH9_03_10R1,-108.12587032126167
BH9_03_10R2,-23.49780980060848
BH9_03_10TS,-131.28137530664944
BH9_03_11P1,-70.49867727335347
BH9_03_11P2,-71.75213199531453
BH9_03_11R1,-73.12688922702822
BH9_03_11R2,-68.65324769062536
BH9_03_11TS,-141.98936042234214
BH9_03_12P1,-135.77102609225977
BH9_03_12P2,-10.536141003263124
BH9_03_12R1,-140.43401186821978
BH9_03_12R2,-6.748718203805114
BH9_03_12TS,-145.90461059057785
BH9_03_13P1,-87.14940554023998
BH9_03_13P2,-73.1268941245618
BH9_03_13R1,-90.4874782986478
BH9_03_13R2,-70.49870951384054
BH9_03_13TS,-160.72313659772016
BH9_03_14P1,-87.18576599328485
BH9_03_14P2,-73.1268971369484
BH9_03_14R1,-90.5518727953449
BH9_03_14R2,-70.49871118798845
BH9_03_14TS,-160.77742429357735
BH9_03_15P1,-137.36197915368115
BH9_03_15P2,-10.536141003263124
BH9_03_15R1,-142.03814367410905
BH9_03_15R2,-6.748718203805114
BH9_03_15TS,-147.55576548442895
BH9_03_16P1,-97.53885130792136
BH9_03_16P2,-73.03713072225788
BH9_03_16R1,-101.3750580245889
BH9_03_16R2,-69.84841847480956
BH9_03_16TS,-170.3559916130262
BH9_03_17P1,-102.14075195796727
BH9_03_17P2,-73.12689858573044
BH9_03_17R1,-105.48383991634894
BH9_03_17R2,-70.59879795592803
BH9_03_17TS,-175.71441915064366
BH9_03_18P1,-103.73067652082678
BH9_03_18P2,-73.12690250505582
BH9_03_18R1,-107.06168356202444
BH9_03_18R2,-70.49867613617882
BH9_03_18TS,-177.29558560157892
BH9_03_19P1,-106.84449267031442
BH9_03_19P2,-73.03713061395133
BH9_03_19R1,-110.67310119827835
BH9_03_19R2,-69.84841847476389
BH9_03_19TS,-179.6663670113946
BH9_03_1P1,-68.65324008076122
BH9_03_1P2,-10.5361394219782
BH9_03_1R1,-73.77966802050499
BH9_03_1R2,-6.748718203805114
BH9_03_1TS,-79.17089964862916
BH9_03_20P1,-109.80074327094121
BH9_03_20P2,-73.12690809693825
BH9_03_20R1,-113.12963882362264
BH9_03_20R2,-70.4986922847992
BH9_03_20TS,-183.36602691647917
BH9_03_21P1,-120.78247414837251
BH9_03_21P2,-54.02837807641304
BH9_03_21R1,-123.55046573574184
BH9_03_21R2,-50.413142474929046
BH9_03_21TS,-174.126889484679
BH9_03_22P1,-70.92162503067996
BH9_03_22P2,-96.99686552698257
BH9_03_22R1,-74.18142038188434
BH9_03_22R2,-94.09290065769022
BH9_03_22TS,-168.1433887956326
BH9_03_23P1,-94.0929009274339
BH9_03_23P2,-77.1678895543381
BH9_03_23R1,-96.99686726999299
BH9_03_23R2,-73.60999025955203
BH9_03_23TS,-171.05346401168552
BH9_03_24P1,-147.7646258389313
BH9_03_24P2,-27.8831936884923
BH9_03_24R1,-152.80824170128818
BH9_03_24R2,-23.497809023499464
BH9_03_24TS,-175.72157493783277
BH9_03_25P,-200.73798752215154
BH9_03_25R,-199.82566643407938
BH9_03_25TS,-199.77030440377453
BH9_03_26P1,-119.97041201600106
BH9_03_26P2,-70.66956567310919
BH9_03_26R1,-122.01624784212396
BH9_03_26R2,-68.00823590032908
BH9_03_26TS,-190.13810048716778
BH9_03_27P1,-120.84328728413334
BH9_03_27P2,-81.52948520081802
BH9_03_27R1,-125.80348327641808
BH9_03_27R2,-78.28168527764831
BH9_03_27TS,-202.92194202904994
BH9_03_28P1,-123.69607995293404
BH9_03_28P2,-81.5294766790011
BH9_03_28R1,-128.7342654250231
BH9_03_28R2,-78.28168814885355
BH9_03_28TS,-205.51923327065262
BH9_03_29P1,-120.78247696313245
BH9_03_29P2,-95.75151349759628
BH9_03_29R1,-125.46972977604965
BH9_03_29R2,-92.64168335464299
BH9_03_29TS,-216.65588374876495
BH9_03_2P1,-69.43020995311372
BH9_03_2P2,-27.883190996660755
BH9_03_2R1,-74.74695894664572
BH9_03_2R2,-23.497804314347277
BH9_03_2TS,-97.53081490118412
BH9_03_30P1,-135.29147921277053
BH9_03_30P2,-59.876826811740045
BH9_03_30R1,-138.64922047949037
BH9_03_30R2,-55.67088016858847
BH9_03_30TS,-193.76436288254038
BH9_03_31P1,-129.69123558446088
BH9_03_31P2,-81.52948864853263
BH9_03_31R1,-134.5560296479302
BH9_03_31R2,-78.28168303272318
BH9_03_31TS,-211.56680351264927
BH9_03_32P1,-132.76360601782764
BH9_03_32P2,-81.5294908039608
BH9_03_32R1,-137.6216073937079
BH9_03_32R2,-78.28168543980729
BH9_03_32TS,-214.5902291332986
BH9_03_33P1,-119.97041057714944
BH9_03_33P2,-79.72891262674175
BH9_03_33R1,-122.01624749507619
BH9_03_33R2,-76.9173781662939
BH9_03_33TS,-199.11700985614993
BH9_03_34P1,-143.41406753077683
BH9_03_34P2,-70.51150086724854
BH9_03_34R1,-146.1722318164043
BH9_03_34R2,-66.83733183531004
BH9_03_34TS,-213.3128754876344
BH9_03_35P1,-138.2134359139313
BH9_03_35P2,-74.18142057534389
BH9_03_35R1,-141.06894442757198
BH9_03_35R2,-70.92162509935156
BH9_03_35TS,-212.39176795627563
BH9_03_36P1,-138.21343529680655
BH9_03_36P2,-77.1678895543381
BH9_03_36R1,-141.06894433829837
BH9_03_36R2,-73.60999186478922
BH9_03_36TS,-215.31266139316972
BH9_03_37P1,-135.29156692421975
BH9_03_37P2,-79.05513116993087
BH9_03_37R1,-138.6492171961239
BH9_03_37R2,-74.03515634466903
BH9_03_37TS,-212.7457877267038
BH9_03_38P1,-151.51391782605498
BH9_03_38P2,-87.0851964322266
BH9_03_38R1,-154.15273147168222
BH9_03_38R2,-83.48826721676116
BH9_03_38TS,-237.87594349037334
BH9_03_39P1,-147.28468880204514
BH9_03_39P2,-87.00760041184621
BH9_03_39R1,-149.71779773118482
BH9_03_39R2,-83.32007982345743
BH9_03_39TS,-233.36910280155516
BH9_03_3P1,-70.49868810326512
BH9_03_3P2,-46.40912131736938
BH9_03_3R1,-73.12688399755912
BH9_03_3R2,-43.387672267265515
BH9_03_3TS,-116.69124970105685
BH9_03_40P1,-116.8978536167723
BH9_03_40P2,-121.62932209579026
BH9_03_40R1,-119.83340912137115
BH9_03_40R2,-117.4417201772925
BH9_03_40TS,-237.6934982509752
BH9_03_41P1,-125.138808746633
BH9_03_41P2,-121.62932164315981
BH9_03_41R1,-127.64295383279037
BH9_03_41R2,-117.44172050741496
BH9_03_41TS,-245.57448913503765
BH9_03_42P1,-142.05888336697421
BH9_03_42P2,-123.55046585798311
BH9_03_42R1,-145.74073353658144
BH9_03_42R2,-120.78247717746508
BH9_03_42TS,-266.08776120083496
BH9_03_43P1,-127.42248014364972
BH9_03_43P2,-138.64928404152752
BH9_03_43R1,-132.62773778934678
BH9_03_43R2,-135.29154737208484
BH9_03_43TS,-266.20267603968335
BH9_03_4P1,-68.65324463701019
BH9_03_4P2,-54.0283778971638
BH9_03_4R1,-71.75212597319361
BH9_03_4R2,-50.41314776880023
BH9_03_4TS,-122.17541962761588
BH9_03_5P1,-70.59880184368681
BH9_03_5P2,-58.80637612622694
BH9_03_5R1,-73.12690081566458
BH9_03_5R2,-55.89786880741842
BH9_03_5TS,-129.04472705370898
BH9_03_6P1,-70.49867627818989
BH9_03_6P2,-61.86585881035674
BH9_03_6R1,-73.12690234771391
BH9_03_6R2,-58.86750335710088
BH9_03_6TS,-132.14703865660192
BH9_03_7P1,-119.27194010191182
BH9_03_7P2,-10.536136168117272
BH9_03_7R1,-123.95228840226746
BH9_03_7R2,-6.748718203805114
BH9_03_7TS,-129.45100852272412
BH9_03_8P1,-120.78247792763197
BH9_03_8P2,-10.536136296378075
BH9_03_8R1,-125.46973084730006
BH9_03_8R2,-6.748718203805114
BH9_03_8TS,-130.96965303618708
BH9_03_9P1,-75.0090144259621
BH9_03_9P2,-73.03713078256305
BH9_03_9R1,-78.83325809289461
BH9_03_9R2,-69.84842188613962
BH9_03_9TS,-147.85855516613609
BH9_04_10P1,-95.20811720090228
BH9_04_10P2,-25.843854727535877
BH9_04_10R1,-99.25960490686357
BH9_04_10R2,-22.23764641616526
BH9_04_10TS,-121.07381147040952
BH9_04_11P1,-96.7228135455544
BH9_04_11P2,-25.843847657596257
BH9_04_11R1,-102.217473103658
BH9_04_11R2,-22.238008156915015
BH9_04_11TS,-123.33566989689109
BH9_04_12P1,-94.72856557266724
BH9_04_12P2,-25.843847661722478
BH9_04_12R1,-99.25960598645574
BH9_04_12R2,-22.248784496307124
BH9_04_12TS,-121.3872630109949
BH9_04_13P1,-97.93177077896459
BH9_04_13P2,-22.114740221426427
BH9_04_13R1,-102.21747013825038
BH9_04_13R2,-17.733977588104565
BH9_04_13TS,-119.89037735359966
BH9_04_14P1,-95.20811900815072
BH9_04_14P2,-22.114740221426427
BH9_04_14R1,-99.25960380968766
BH9_04_14R2,-17.733977588104565
BH9_04_14TS,-117.06804191785615
BH9_04_15P1,-94.72856539232376
BH9_04_15P2,-22.114744845194707
BH9_04_15R1,-99.25960312886347
BH9_04_15R2,-17.733977588055932
BH9_04_15TS,-117.51147218887337
BH9_04_16P1,-95.20811724962259
BH9_04_16P2,-17.866741713296662
BH9_04_16R1,-99.2596045889634
BH9_04_16R2,-13.02130140266314
BH9_04_16TS,-112.65416041539098
BH9_04_17P1,-94.72856797598051
BH9_04_17P2,-17.86674747326089
BH9_04_17R1,-99.25960546058549
BH9_04_17R2,-13.02130140266314
BH9_04_17TS,-113.15624389971944
BH9_04_18P,-110.32186570958318
BH9_04_18R,-110.30931812659726
BH9_04_18TS,-110.37092892240526
BH9_04_19P,-105.60937748438172
BH9_04_19R,-105.45218135818214
BH9_04_19TS,-105.29140431936506
BH9_04_1P,-74.06175581469921
BH9_04_1R,-74.34290222196168
BH9_04_1TS,-74.07271468705406
BH9_04_20P,-121.48493672856793
BH9_04_20R,-121.80593809223711
BH9_04_20TS,-121.27796739704627
BH9_04_21P,-121.32447483755067
BH9_04_21R,-121.46691890202473
BH9_04_21TS,-121.11296614249355
BH9_04_22P1,-97.45638160674841
BH9_04_22P2,-27.416533902959298
BH9_04_22R1,-101.81049782591148
BH9_04_22R2,-22.75504441061923
BH9_04_22TS,-125.00363902928626
BH9_04_23P1,-95.09534648471163
BH9_04_23P2,-27.41653378274472
BH9_04_23R1,-99.32061236470128
BH9_04_23R2,-22.75504413211475
BH9_04_23TS,-122.47008175550428
BH9_04_24P1,-95.2081180315026
BH9_04_24P2,-34.189704641697176
BH9_04_24R1,-99.2596059978547
BH9_04_24R2,-29.271745204884148
BH9_04_24TS,-128.83975172036023
BH9_04_25P1,-94.72856478652673
BH9_04_25P2,-34.1897039756914
BH9_04_25R1,-99.25960495610597
BH9_04_25R2,-29.271720402968697
BH9_04_25TS,-129.23993388543713
BH9_04_26P1,-94.7285640091047
BH9_04_26P2,-29.692958690357706
BH9_04_26R1,-99.2595817155428
BH9_04_26R2,-24.865251534645523
BH9_04_26TS,-124.14474671601606
BH9_04_27P1,-94.72856362525147
BH9_04_27P2,-29.69295765977012
BH9_04_27R1,-99.25961611636193
BH9_04_27R2,-24.8652497749389
BH9_04_27TS,-124.45030073706572
BH9_04_28P,-122.18125868622386
BH9_04_28R,-121.59711765596134
BH9_04_28TS,-121.85663049988361
BH9_04_29P1,-100.53438708253438
BH9_04_29P2,-27.41653374187955
BH9_04_29R1,-104.88712825864827
BH9_04_29R2,-22.755043623371517
BH9_04_29TS,-127.96070920366546
BH9_04_2P1,-70.41124348601487
BH9_04_2P2,-17.866746663826643
BH9_04_2R1,-74.21067065930345
BH9_04_2R2,-13.02130140266314
BH9_04_2TS,-87.56981858332585
BH9_04_30P1,-73.60172867993239
BH9_04_30P2,-75.51057422516848
BH9_04_30R1,-77.99862946573853
BH9_04_30R2,-70.0235347807448
BH9_04_30TS,-148.67344658025237
BH9_04_31P,-141.13773470409205
BH9_04_31R,-140.73742372862074
BH9_04_31TS,-140.6123549940175
BH9_04_32P1,-76.14754204710876
BH9_04_32P2,-77.59536609763354
BH9_04_32R1,-80.50305836119261
BH9_04_32R2,-73.51826310546926
BH9_04_32TS,-154.33659546734552
BH9_04_33P1,-77.67758823898446
BH9_04_33P2,-79.15089908376827
BH9_04_33R1,-82.10016197111725
BH9_04_33R2,-75.0911373179444
BH9_04_33TS,-157.47984118156995
BH9_04_34P1,-77.64957145467982
BH9_04_34P2,-79.10314615932332
BH9_04_34R1,-82.0133923294012
BH9_04_34R2,-75.00901642793993
BH9_04_34TS,-157.34506347121192
BH9_04_35P1,-93.04638092733431
BH9_04_35P2,-50.17734496155408
BH9_04_35R1,-98.4473481404404
BH9_04_35R2,-44.763144354254294
BH9_04_35TS,-143.494510096227
BH9_04_36P,-156.8672515031163
BH9_04_36R,-157.15969968258807
BH9_04_36TS,-156.55810409265985
BH9_04_37P,-155.36253808668224
BH9_04_37R,-155.53777236826562
BH9_04_37TS,-155.04866904298524
BH9_04_38P1,-105.50114174397183
BH9_04_38P2,-46.48984464642789
BH9_04_38R1,-110.0862753189131
BH9_04_38R2,-40.9647403002936
BH9_04_38TS,-151.75010477564754
BH9_04_39P1,-105.50114318518442
BH9_04_39P2,-43.7457420315562
BH9_04_39R1,-110.08627493247826
BH9_04_39R2,-39.20927505268855
BH9_04_39TS,-149.6167508080962
BH9_04_3P1,-55.670880206719346
BH9_04_3P2,-27.4165340535041
BH9_04_3R1,-60.18781717371389
BH9_04_3R2,-22.755036294305807
BH9_04_3TS,-83.42067112151736
BH9_04_40P1,-84.20412986242994
BH9_04_40P2,-85.5773494255657
BH9_04_40R1,-88.54795021374034
BH9_04_40R2,-81.54075284805376
BH9_04_40TS,-170.40109610628102
BH9_04_41P,-152.85319933774053
BH9_04_41R,-152.96253545183328
BH9_04_41TS,-152.83668668220406
BH9_04_42P,-154.32979364361083
BH9_04_42R,-153.805185351831
BH9_04_42TS,-153.79331360958477
BH9_04_43P,-173.5447170078946
BH9_04_43R,-173.87238929008865
BH9_04_43TS,-173.3604051143849
BH9_04_44P1,-89.83484007225336
BH9_04_44P2,-91.17968343756246
BH9_04_44R1,-94.1179109298051
BH9_04_44R2,-87.1818545320539
BH9_04_44TS,-181.65345603457814
BH9_04_45P1,-87.14940554176451
BH9_04_45P2,-88.34119217651046
BH9_04_45R1,-92.07922850337903
BH9_04_45R2,-83.21882773766255
BH9_04_45TS,-175.58798292738103
BH9_04_46P1,-87.14940554041675
BH9_04_46P2,-85.41506968480441
BH9_04_46R1,-92.07922868891178
BH9_04_46R2,-81.04864816035267
BH9_04_46TS,-173.29004819946454
BH9_04_47P1,-106.25584602431137
BH9_04_47P2,-90.5614965441641
BH9_04_47R1,-110.70177932995176
BH9_04_47R2,-85.62989018340933
BH9_04_47TS,-196.88850581329578
BH9_04_48P1,-106.2558410022315
BH9_04_48P2,-92.07922850714652
BH9_04_48R1,-110.70176635222518
BH9_04_48R2,-87.14940554103953
BH9_04_48TS,-198.46231638677313
BH9_04_49P1,-106.25583975821642
BH9_04_49P2,-92.07922833715567
BH9_04_49R1,-110.70177198418057
BH9_04_49R2,-87.14940554026626
BH9_04_49TS,-198.20821274224107
BH9_04_4P,-90.53826337312091
BH9_04_4R,-90.78146510798129
BH9_04_4TS,-90.65835287937477
BH9_04_50P1,-149.63381328573777
BH9_04_50P2,-34.189704053595634
BH9_04_50R1,-153.7235361830718
BH9_04_50R2,-29.271744971436885
BH9_04_50TS,-183.31136802391913
BH9_04_51P1,-93.04638110613813
BH9_04_51P2,-84.85618645893527
BH9_04_51R1,-98.44734814044037
BH9_04_51R2,-79.70124046495866
BH9_04_51TS,-178.7426661513137
BH9_04_52P1,-106.25584258484085
BH9_04_52P2,-95.65535700211635
BH9_04_52R1,-110.7017684771755
BH9_04_52R2,-90.74507581583073
BH9_04_52TS,-202.0726375560022
BH9_04_53P1,-126.82710654204848
BH9_04_53P2,-50.17734452553474
BH9_04_53R1,-131.640658100979
BH9_04_53R2,-44.76314483670886
BH9_04_53TS,-176.86560424627012
BH9_04_54P1,-129.6460519031155
BH9_04_54P2,-63.48699501698924
BH9_04_54R1,-134.78244063724347
BH9_04_54R2,-59.364176060415545
BH9_04_54TS,-193.95995014031595
BH9_04_55P1,-106.25584431225485
BH9_04_55P2,-107.08239578506985
BH9_04_55R1,-110.70177986247549
BH9_04_55R2,-102.14075117150298
BH9_04_55TS,-213.55199172627488
BH9_04_56P,-180.0282922964039
BH9_04_56R,-180.57398878552766
BH9_04_56TS,-179.99004011754369
BH9_04_57P1,-110.70165733464925
BH9_04_57P2,-75.13664378992127
BH9_04_57R1,-115.05531514101287
BH9_04_57R2,-70.18404426103294
BH9_04_57TS,-186.13131075290545
BH9_04_58P1,-106.63458040698318
BH9_04_58P2,-90.29446386306941
BH9_04_58R1,-111.03655412553164
BH9_04_58R2,-85.21875314238842
BH9_04_58TS,-196.88210681378558
BH9_04_59P1,-106.25584704708025
BH9_04_59P2,-108.65984379054694
BH9_04_59R1,-110.70176627154467
BH9_04_59R2,-103.73067678491635
BH9_04_59TS,-215.1089338867931
BH9_04_5P1,-75.40969165330253
BH9_04_5P2,-30.00019505145566
BH9_04_5R1,-80.97758753852347
BH9_04_5R2,-24.07229825317519
BH9_04_5TS,-106.19700334637957
BH9_04_60P1,-106.25583916379848
BH9_04_60P2,-114.61856870556785
BH9_04_60R1,-110.70176930563474
BH9_04_60R2,-109.70294902850608
BH9_04_60TS,-221.04335967928458
BH9_04_61P,-186.27306944140997
BH9_04_61R,-186.66114854346114
BH9_04_61TS,-186.17792088226048
BH9_04_62P1,-151.6316145183242
BH9_04_62P2,-46.02516177295305
BH9_04_62R1,-156.05292516760784
BH9_04_62R2,-40.970597560184565
BH9_04_62TS,-196.77374032391316
BH9_04_63P1,-106.80547529393246
BH9_04_63P2,-90.29445588382752
BH9_04_63R1,-111.27447705834305
BH9_04_63R2,-85.21875532468549
BH9_04_63TS,-196.85067817452006
BH9_04_64P,-186.0195077668154
BH9_04_64R,-185.91766093302041
BH9_04_64TS,-185.82803215256354
BH9_04_65P1,-116.03891395685652
BH9_04_65P2,-111.20628802037459
BH9_04_65R1,-111.65236322725866
BH9_04_65R2,-115.46383103771151
BH9_04_65TS,-228.11297769344327
BH9_04_66P1,-93.0463812822867
BH9_04_66P2,-113.92636609403107
BH9_04_66R1,-98.44734814044037
BH9_04_66R2,-109.08992929117741
BH9_04_66TS,-207.5486960966457
BH9_04_67P1,-111.65234681911292
BH9_04_67P2,-115.32188231774592
BH9_04_67R1,-116.0389043317409
BH9_04_67R2,-111.08379614621586
BH9_04_67TS,-227.9593978020801
BH9_04_68P1,-109.64760692305445
BH9_04_68P2,-116.03892102280696
BH9_04_68R1,-113.86248137422236
BH9_04_68R2,-111.65234739208736
BH9_04_68TS,-226.4296931245511
BH9_04_69P,-196.68176567695855
BH9_04_69R,-197.0626466262884
BH9_04_69TS,-196.57944803322962
BH9_04_6P1,-62.702047354489096
BH9_04_6P2,-46.025167430726405
BH9_04_6R1,-67.72238350171138
BH9_04_6R2,-40.970592340238014
BH9_04_6TS,-109.25221194706131
BH9_04_70P1,-130.53351253280465
BH9_04_70P2,-79.87504743709806
BH9_04_70R1,-135.17797638586956
BH9_04_70R2,-74.79072230397313
BH9_04_70TS,-210.26528406809922
BH9_04_71P1,-130.53351190549876
BH9_04_71P2,-84.00455825139002
BH9_04_71R1,-135.17793160025133
BH9_04_71R2,-78.99664240020552
BH9_04_71TS,-214.45892303108076
BH9_04_72P,-223.04881308609566
BH9_04_72R,-223.4672692831855
BH9_04_72TS,-222.99725982979888
BH9_04_73P1,-174.3247686847717
BH9_04_73P2,-62.849190095393055
BH9_04_73R1,-179.3818943433613
BH9_04_73R2,-58.71301664934597
BH9_04_73TS,-236.9428443480552
BH9_04_74P1,-138.16988887921082
BH9_04_74P2,-84.00455831369428
BH9_04_74R1,-142.77493895835272
BH9_04_74R2,-78.99663629819794
BH9_04_74TS,-222.03116757653504
BH9_04_75P1,-133.87330600703044
BH9_04_75P2,-116.03891447566922
BH9_04_75R1,-138.04160272474627
BH9_04_75R2,-111.65235878256192
BH9_04_75TS,-250.70564137396917
BH9_04_76P,-233.13620295928553
BH9_04_76R,-232.7745361868303
BH9_04_76TS,-232.6640853369092
BH9_04_77P1,-126.82710385541762
BH9_04_77P2,-113.92636729854098
BH9_04_77R1,-131.64065918005846
BH9_04_77R2,-109.08992985175404
BH9_04_77TS,-241.00879250994694
BH9_04_78P,-238.57031490219524
BH9_04_78R,-238.0497535921684
BH9_04_78TS,-237.87676753185482
BH9_04_79P1,-191.84122498884958
BH9_04_79P2,-56.50749713113256
BH9_04_79R1,-197.0545005121609
BH9_04_79R2,-51.76766030456896
BH9_04_79TS,-248.76483426417204
BH9_04_7P1,-62.02587204089616
BH9_04_7P2,-46.02518000681828
BH9_04_7R1,-66.99588384115202
BH9_04_7R2,-40.97059239290729
BH9_04_7TS,-108.54471544939244
BH9_04_80P1,-154.13189463174027
BH9_04_80P2,-98.4473481404404
BH9_04_80R1,-158.8106031356794
BH9_04_80R2,-93.0463823034342
BH9_04_80TS,-252.41736128528913
BH9_04_81P1,-154.13189331797525
BH9_04_81P2,-113.43641798501443
BH9_04_81R1,-158.81060322943438
BH9_04_81R2,-108.06230322505927
BH9_04_81TS,-267.4785202323702
BH9_04_82P1,-96.39040265191346
BH9_04_82P2,-196.97032289820928
BH9_04_82R1,-101.23213927521704
BH9_04_82R2,-191.79247901726356
BH9_04_82TS,-293.287781738743
BH9_04_83P1,-93.5148270063944
BH9_04_83P2,-196.9703228081958
BH9_04_83R1,-98.25192541703983
BH9_04_83R2,-191.79248741256566
BH9_04_83TS,-290.29742019221226
BH9_04_84P,-280.5143471720494
BH9_04_84R,-280.90309600638375
BH9_04_84TS,-280.4473500950583
BH9_04_85P1,-109.041541094183
BH9_04_85P2,-196.97032278141882
BH9_04_85R1,-113.51037237669779
BH9_04_85R2,-191.79248959613153
BH9_04_85TS,-305.5108049547071
BH9_04_86P1,-216.17368067052413
BH9_04_86P2,-84.00455903269028
BH9_04_86R1,-220.12090202636506
BH9_04_86R2,-78.99664378295948
BH9_04_86TS,-299.68300706865625
BH9_04_87P1,-154.13189478159904
BH9_04_87P2,-131.6406591800585
BH9_04_87R1,-158.81060285940532
BH9_04_87R2,-126.82710382620786
BH9_04_87TS,-285.7184245719666
BH9_04_88P,-321.6389246818853
BH9_04_88R,-321.71693862379345
BH9_04_88TS,-321.4608540580017
BH9_04_89P1,-131.50093931153793
BH9_04_89P2,-196.8597692597229
BH9_04_89R1,-135.90428284781714
BH9_04_89R2,-191.87157375400457
BH9_04_89TS,-327.89391209604696
BH9_04_8P,-104.85618880679021
BH9_04_8R,-104.94921556537085
BH9_04_8TS,-104.5175353721088
BH9_04_90P1,-154.33030073097382
BH9_04_90P2,-197.0545004638247
BH9_04_90R1,-158.15927200360895
BH9_04_90R2,-191.84122636275535
BH9_04_90TS,-350.52705657854807
BH9_04_9P1,-97.93176775398419
BH9_04_9P2,-25.84384765870963
BH9_04_9R1,-102.21748125183964
BH9_04_9R2,-22.248782656060204
BH9_04_9TS,-123.98238873423958
BH9_05_11P1,-206.52468377971368
BH9_05_11P2,-105.91265115495185
BH9_05_11R1,-210.73731111933546
BH9_05_11R2,-102.84410271169983
BH9_05_11TS,-313.49611187917685
BH9_05_13P1,-74.86097546385145
BH9_05_13P2,-209.47033262257796
BH9_05_13R1,-79.27403596552853
BH9_05_13R2,-205.13516175198407
BH9_05_13TS,-283.92061540823556
BH9_05_14P1,-102.21833730724757
BH9_05_14P2,-209.47033227603302
BH9_05_14R1,-106.93352098994205
BH9_05_14R2,-205.13516142938587
BH9_05_14TS,-311.748663828398
BH9_05_16P1,-108.8831661436225
BH9_05_16P2,-209.47033305463324
BH9_05_16R1,-113.15858069296081
BH9_05_16R2,-205.13516397981672
BH9_05_16TS,-317.8448816812017
BH9_05_17P1,-173.277299908719
BH9_05_17P2,-173.39554964545187
BH9_05_17R1,-177.53090749703682
BH9_05_17R2,-169.51741007432932
BH9_05_17TS,-346.622770088473
BH9_05_18P1,-196.15299822432414
BH9_05_18P2,-147.90737480240415
BH9_05_18R1,-200.09263429547985
