Molecule,charge,multiplicity,num_atoms,fd_step,field_au_x,field_au_y,field_au_z,field_VA_x,field_VA_y,field_VA_z,mace-polar-1-s,mace-polar-1-m,mace-polar-1-l
Pol130_CN,0,2,2,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-2522.454147672518,-2522.765496266168,-2522.797688737921
Pol130_CN0+,0,2,2,0.01,0.01,0.0,0.0,0.514220674763,0.0,0.0,-2522.454147672518,-2522.765496266168,-2522.797688737921
Pol130_CN0-,0,2,2,0.01,-0.01,0.0,0.0,-0.514220674763,0.0,0.0,-2522.454147672518,-2522.765496266168,-2522.797688737921
Pol130_CN2+,0,2,2,0.01,0.0,0.0,0.01,0.0,0.0,0.514220674763,-2522.4696011501915,-2522.5925779397107,-2522.4722068404435
Pol130_CN2-,0,2,2,0.01,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-2522.436071171979,-2522.95848596048,-2523.165058421167
Pol130_CO,0,1,2,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-3084.109389365427,-3084.1101493677825,-3084.1214177358193
Pol130_CO0+,0,1,2,0.01,0.01,0.0,0.0,0.514220674763,0.0,0.0,-3084.109389365427,-3084.1101493677825,-3084.1214177358193
Pol130_CO0-,0,1,2,0.01,-0.01,0.0,0.0,-0.514220674763,0.0,0.0,-3084.109389365427,-3084.1101493677825,-3084.1214177358193
Pol130_CO2,0,1,3,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-5132.734886010092,-5132.732011476481,-5132.7353613957475
Pol130_CO2+,0,1,2,0.01,0.0,0.0,0.01,0.0,0.0,0.514220674763,-3084.1407740877594,-3084.1137658025314,-3084.1237116538027
Pol130_CO2-,0,1,2,0.01,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-3084.0761149456134,-3084.117407622587,-3084.154117572264
Pol130_CO20+,0,1,3,0.01,0.01,0.0,0.0,0.514220674763,0.0,0.0,-5132.734886010092,-5132.732011476481,-5132.7353613957475
Pol130_CO20-,0,1,3,0.01,-0.01,0.0,0.0,-0.514220674763,0.0,0.0,-5132.734886010092,-5132.732011476481,-5132.7353613957475
Pol130_CO22+,0,1,3,0.01,0.0,0.0,0.01,0.0,0.0,0.514220674763,-5132.730230641494,-5132.775462711495,-5132.75949091729
Pol130_CO22-,0,1,3,0.01,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-5132.730230641494,-5132.776111626244,-5132.7596893692935
Pol130_CS,0,1,2,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-11869.913013084066,-11869.926114531978,-11869.933245702647
Pol130_CS0+,0,1,2,0.01,0.01,0.0,0.0,0.514220674763,0.0,0.0,-11869.913013084066,-11869.926114531978,-11869.933245702647
Pol130_CS0-,0,1,2,0.01,-0.01,0.0,0.0,-0.514220674763,0.0,0.0,-11869.913013084066,-11869.926114531978,-11869.933245702647
Pol130_CS2+,0,1,2,0.01,0.0,0.0,0.01,0.0,0.0,0.514220674763,-11869.832007439105,-11869.761646239858,-11869.761646322147
Pol130_CS2-,0,1,2,0.01,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-11869.98658404321,-11870.134394740204,-11870.169044720851
Pol130_CSO,0,1,3,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-13920.068875534393,-13920.074864037431,-13920.070718533843
Pol130_CSO0+,0,1,3,0.01,0.01,0.0,0.0,0.514220674763,0.0,0.0,-13920.068875534393,-13920.074864037431,-13920.070718533843
Pol130_CSO0-,0,1,3,0.01,-0.01,0.0,0.0,-0.514220674763,0.0,0.0,-13920.068875534393,-13920.074864037431,-13920.070718533843
Pol130_CSO2+,0,1,3,0.01,0.0,0.0,0.01,0.0,0.0,0.514220674763,-13920.089697043231,-13920.226051500276,-13920.17335143185
Pol130_CSO2-,0,1,3,0.01,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-13920.023166919547,-13920.051394117214,-13920.052748688688
Pol130_Cl2,0,1,2,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-25043.959914449315,-25043.965708708794,-25043.9572873254
Pol130_Cl20+,0,1,2,0.01,0.01,0.0,0.0,0.514220674763,0.0,0.0,-25043.959914449315,-25043.965708708794,-25043.9572873254
Pol130_Cl20-,0,1,2,0.01,-0.01,0.0,0.0,-0.514220674763,0.0,0.0,-25043.959914449315,-25043.965708708794,-25043.9572873254
Pol130_Cl22+,0,1,2,0.01,0.0,0.0,0.01,0.0,0.0,0.514220674763,-25043.957370200937,-25044.028651707322,-25043.986758501742
Pol130_Cl22-,0,1,2,0.01,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-25043.957370200937,-25044.02862658398,-25043.98670662371
Pol130_ClCN,0,1,3,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-15048.48368974934,-15048.475935842016,-15048.48418157809
Pol130_ClCN0+,0,1,3,0.01,0.01,0.0,0.0,0.514220674763,0.0,0.0,-15048.48368974934,-15048.475935842016,-15048.48418157809
Pol130_ClCN0-,0,1,3,0.01,-0.01,0.0,0.0,-0.514220674763,0.0,0.0,-15048.48368974934,-15048.475935842016,-15048.48418157809
Pol130_ClCN2+,0,1,3,0.01,0.0,0.0,0.01,0.0,0.0,0.514220674763,-15048.241011598599,-15048.223692944232,-15048.210313777548
Pol130_ClCN2-,0,1,3,0.01,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-15048.706940280403,-15048.856637817084,-15048.864011430915
Pol130_ClF,0,1,2,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-15237.656598038797,-15237.650781849483,-15237.659728307528
Pol130_ClF1+,0,1,2,0.01,0.0,0.01,0.0,0.0,0.514220674763,0.0,-15237.656598038797,-15237.650781849483,-15237.659728307528
Pol130_ClF1-,0,1,2,0.01,0.0,-0.01,0.0,0.0,-0.514220674763,0.0,-15237.656598038797,-15237.650781849483,-15237.659728307528
Pol130_ClF2+,0,1,2,0.01,0.0,0.0,0.01,0.0,0.0,0.514220674763,-15237.572954137537,-15237.616484047901,-15237.604781071082
Pol130_ClF2-,0,1,2,0.01,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-15237.73516824546,-15237.753983902188,-15237.750296413727
Pol130_F2,0,1,2,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-5430.094677832972,-5430.088820442364,-5430.081776071767
Pol130_F20+,0,1,2,0.01,0.01,0.0,0.0,0.514220674763,0.0,0.0,-5430.094677832972,-5430.088820442364,-5430.081776071767
Pol130_F20-,0,1,2,0.01,-0.01,0.0,0.0,-0.514220674763,0.0,0.0,-5430.094677832972,-5430.088820442364,-5430.081776071767
Pol130_F22+,0,1,2,0.01,0.0,0.0,0.01,0.0,0.0,0.514220674763,-5430.091816789023,-5430.128009155386,-5430.099917051496
Pol130_F22-,0,1,2,0.01,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-5430.091816789023,-5430.128074335937,-5430.099869243985
Pol130_FCN,0,1,3,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-5242.959809736658,-5242.934563632763,-5242.931223501127
Pol130_FCN0+,0,1,3,0.01,0.01,0.0,0.0,0.514220674763,0.0,0.0,-5242.959809736658,-5242.934563632763,-5242.931223501127
Pol130_FCN0-,0,1,3,0.01,-0.01,0.0,0.0,-0.514220674763,0.0,0.0,-5242.959809736658,-5242.934563632763,-5242.931223501127
Pol130_FCN2+,0,1,3,0.01,0.0,0.0,0.01,0.0,0.0,0.514220674763,-5243.13075625126,-5243.227289741165,-5243.229167410366
Pol130_FCN2-,0,1,3,0.01,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-5242.773413615725,-5242.730858817957,-5242.70521194736
Pol130_FCO,0,2,3,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-5799.81540507336,-5799.88575533536,-5799.889582092482
Pol130_FCO0+,0,2,3,0.01,0.01,0.0,0.0,0.514220674763,0.0,0.0,-5799.912950275219,-5800.011022080541,-5799.973965320633
Pol130_FCO0-,0,2,3,0.01,-0.01,0.0,0.0,-0.514220674763,0.0,0.0,-5799.71076289995,-5799.803450134374,-5799.81298723836
Pol130_FCO1+,0,2,3,0.01,0.0,0.01,0.0,0.0,0.514220674763,0.0,-5799.773301478265,-5799.844733069994,-5799.857633245794
Pol130_FCO1-,0,2,3,0.01,0.0,-0.01,0.0,0.0,-0.514220674763,0.0,-5799.856470442353,-5799.933520302339,-5799.913376920947
Pol130_FCO2+,0,2,3,0.01,0.0,0.0,0.01,0.0,0.0,0.514220674763,-5799.81540507336,-5799.88575533536,-5799.889582092482
Pol130_FCO2-,0,2,3,0.01,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-5799.81540507336,-5799.88575533536,-5799.889582092482
Pol130_FH-OH,0,2,4,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-4794.767618583253,-4795.029928816847,-4795.016276823299
Pol130_FH-OH0+,0,2,4,0.01,0.01,0.0,0.0,0.514220674763,0.0,0.0,-4794.650453951166,-4794.850080871854,-4794.863326856288
Pol130_FH-OH0-,0,2,4,0.01,-0.01,0.0,0.0,-0.514220674763,0.0,0.0,-4794.88360413456,-4795.22651953581,-4795.180325747347
Pol130_FH-OH1+,0,2,4,0.01,0.0,0.01,0.0,0.0,0.514220674763,0.0,-4794.767618583253,-4795.029928816847,-4795.016276823299
Pol130_FH-OH1-,0,2,4,0.01,0.0,-0.01,0.0,0.0,-0.514220674763,0.0,-4794.767618583253,-4795.029928816847,-4795.016276823299
Pol130_FH-OH2+,0,2,4,0.01,0.0,0.0,0.01,0.0,0.0,0.514220674763,-4794.955483124688,-4795.42117632065,-4795.367627487895
Pol130_FH-OH2-,0,2,4,0.01,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-4794.570540957013,-4794.680269336253,-4794.695407088366
Pol130_FNO,0,1,3,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-6252.169601341881,-6252.169843931992,-6252.169823230517
Pol130_FNO0+,0,1,3,0.01,0.01,0.0,0.0,0.514220674763,0.0,0.0,-6252.06502695868,-6252.094449616762,-6252.05141522921
Pol130_FNO0-,0,1,3,0.01,-0.01,0.0,0.0,-0.514220674763,0.0,0.0,-6252.263968150141,-6252.297353087208,-6252.325366744745
Pol130_FNO1+,0,1,3,0.01,0.0,0.01,0.0,0.0,0.514220674763,0.0,-6252.040478153529,-6252.075396320135,-6252.057511549252
Pol130_FNO1-,0,1,3,0.01,0.0,-0.01,0.0,0.0,-0.514220674763,0.0,-6252.296463829893,-6252.287237181853,-6252.298086250519
Pol130_FNO2+,0,1,3,0.01,0.0,0.0,0.01,0.0,0.0,0.514220674763,-6252.169601341881,-6252.169843931992,-6252.169823230517
Pol130_FNO2-,0,1,3,0.01,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-6252.169601341881,-6252.169843931992,-6252.169823230517
Pol130_H,0,2,1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-10.163159542847158,-13.567599397995911,-13.48910696279916
Pol130_H0+,0,2,1,0.01,0.01,0.0,0.0,0.514220674763,0.0,0.0,-10.163159542847158,-13.567599397995911,-13.48910696279916
Pol130_H0-,0,2,1,0.01,-0.01,0.0,0.0,-0.514220674763,0.0,0.0,-10.163159542847158,-13.567599397995911,-13.48910696279916
Pol130_H2,0,1,2,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-31.58515914735506,-31.588805576903045,-31.59161700433943
Pol130_H20+,0,1,2,0.01,0.01,0.0,0.0,0.514220674763,0.0,0.0,-31.58515914735506,-31.588805576903045,-31.59161700433943
Pol130_H20-,0,1,2,0.01,-0.01,0.0,0.0,-0.514220674763,0.0,0.0,-31.58515914735506,-31.588805576903045,-31.59161700433943
Pol130_H22+,0,1,2,0.01,0.0,0.0,0.01,0.0,0.0,0.514220674763,-31.585115839264848,-31.573396974123124,-31.528782728555687
Pol130_H22-,0,1,2,0.01,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-31.585115839264848,-31.573208123373977,-31.528610390837283
Pol130_H2CN,0,2,4,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-2557.0919781026323,-2557.2251343354706,-2557.2520784773997
Pol130_H2CN0+,0,2,4,0.01,0.01,0.0,0.0,0.514220674763,0.0,0.0,-2557.0919781026323,-2557.2251343354706,-2557.2520784773997
Pol130_H2CN0-,0,2,4,0.01,-0.01,0.0,0.0,-0.514220674763,0.0,0.0,-2557.0919781026323,-2557.2251343354706,-2557.2520784773997
Pol130_H2CN1+,0,2,4,0.01,0.0,0.01,0.0,0.0,0.514220674763,0.0,-2557.0886395543503,-2557.244387424093,-2557.2681415397915
Pol130_H2CN1-,0,2,4,0.01,0.0,-0.01,0.0,0.0,-0.514220674763,0.0,-2557.0886395543503,-2557.2439264383966,-2557.2678895968666
Pol130_H2CN2+,0,2,4,0.01,0.0,0.0,0.01,0.0,0.0,0.514220674763,-2557.257707441947,-2557.5461947555555,-2557.4778819345506
Pol130_H2CN2-,0,2,4,0.01,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-2556.9190761375826,-2556.9476748232823,-2557.0539754213414
Pol130_H2O,0,1,3,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-2079.864895182726,-2079.8642433945706,-2079.8651391941053
Pol130_H2O-Li,0,2,4,0.001,0.0,0.0,0.0,0.0,0.0,0.0,-2283.7653940106193,-2283.7552435615025,-2283.6266980434357
Pol130_H2O-Li0+,0,2,4,0.001,0.001,0.0,0.0,0.0514220674763,0.0,0.0,-2283.7621104618593,-2283.7518691592604,-2283.622753371436
Pol130_H2O-Li0-,0,2,4,0.001,-0.001,0.0,0.0,-0.0514220674763,0.0,0.0,-2283.768650023163,-2283.7592327605953,-2283.630418525312
Pol130_H2O-Li1+,0,2,4,0.001,0.0,0.001,0.0,0.0,0.0514220674763,0.0,-2283.7575615762835,-2283.7465185878527,-2283.617458134622
Pol130_H2O-Li1-,0,2,4,0.001,0.0,-0.001,0.0,0.0,-0.0514220674763,0.0,-2283.773219642896,-2283.7641756514377,-2283.6358899301763
Pol130_H2O-Li2+,0,2,4,0.001,0.0,0.0,0.001,0.0,0.0,0.0514220674763,-2283.7472182945858,-2283.7127127316644,-2283.590095429951
Pol130_H2O-Li2-,0,2,4,0.001,0.0,0.0,-0.001,0.0,0.0,-0.0514220674763,-2283.783503139307,-2283.7996142439806,-2283.66423902832
Pol130_H2O0+,0,1,3,0.01,0.01,0.0,0.0,0.514220674763,0.0,0.0,-2079.864895182726,-2079.8642433945706,-2079.8651391941053
Pol130_H2O0-,0,1,3,0.01,-0.01,0.0,0.0,-0.514220674763,0.0,0.0,-2079.864895182726,-2079.8642433945706,-2079.8651391941053
Pol130_H2O1+,0,1,3,0.01,0.0,0.01,0.0,0.0,0.514220674763,0.0,-2079.864789044573,-2079.877095705746,-2079.879668605949
Pol130_H2O1-,0,1,3,0.01,0.0,-0.01,0.0,0.0,-0.514220674763,0.0,-2079.864789044573,-2079.8770183337106,-2079.8796022561737
Pol130_H2O2+,0,1,3,0.01,0.0,0.0,0.01,0.0,0.0,0.514220674763,-2080.029786002708,-2080.0716121210835,-2080.0771961797195
Pol130_H2O2-,0,1,3,0.01,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-2079.699615130301,-2079.6669775674136,-2079.6637804057095
Pol130_HBO,0,1,3,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-2740.743166504758,-2740.7116621914442,-2740.6854333079814
Pol130_HBO0+,0,1,3,0.01,0.01,0.0,0.0,0.514220674763,0.0,0.0,-2740.743166504758,-2740.7116621914442,-2740.6854333079814
Pol130_HBO0-,0,1,3,0.01,-0.01,0.0,0.0,-0.514220674763,0.0,0.0,-2740.743166504758,-2740.7116621914442,-2740.6854333079814
Pol130_HBO2+,0,1,3,0.01,0.0,0.0,0.01,0.0,0.0,0.514220674763,-2740.9766251402575,-2741.034028493586,-2740.9884405839134
Pol130_HBO2-,0,1,3,0.01,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-2740.4973239591245,-2740.441762065263,-2740.4429067177107
Pol130_HBS,0,1,3,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-11527.724249794357,-11527.723026343863,-11527.699550846553
Pol130_HBS0+,0,1,3,0.01,0.01,0.0,0.0,0.514220674763,0.0,0.0,-11527.724249794357,-11527.723026343863,-11527.699550846553
Pol130_HBS0-,0,1,3,0.01,-0.01,0.0,0.0,-0.514220674763,0.0,0.0,-11527.724249794357,-11527.723026343863,-11527.699550846553
Pol130_HBS2+,0,1,3,0.01,0.0,0.0,0.01,0.0,0.0,0.514220674763,-11527.444613653352,-11527.671506371606,-11527.599285960947
Pol130_HBS2-,0,1,3,0.01,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-11527.984262728187,-11527.869616971393,-11527.88808652013
Pol130_HCCCl,0,1,4,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-14610.210132695403,-14610.210191405315,-14610.21049842186
Pol130_HCCCl0+,0,1,4,0.01,0.01,0.0,0.0,0.514220674763,0.0,0.0,-14610.210132695403,-14610.210191405315,-14610.21049842186
Pol130_HCCCl0-,0,1,4,0.01,-0.01,0.0,0.0,-0.514220674763,0.0,0.0,-14610.210132695403,-14610.210191405315,-14610.21049842186
Pol130_HCCCl2+,0,1,4,0.01,0.0,0.0,0.01,0.0,0.0,0.514220674763,-14610.19992146964,-14610.345849814124,-14610.31620015837
Pol130_HCCCl2-,0,1,4,0.01,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-14610.183190888885,-14610.253627104781,-14610.246203064951
Pol130_HCCF,0,1,4,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-4804.663279705211,-4804.656154706506,-4804.654101704491
Pol130_HCCF0+,0,1,4,0.01,0.01,0.0,0.0,0.514220674763,0.0,0.0,-4804.663279705211,-4804.656154706506,-4804.654101704491
Pol130_HCCF0-,0,1,4,0.01,-0.01,0.0,0.0,-0.514220674763,0.0,0.0,-4804.663279705211,-4804.656154706506,-4804.654101704491
Pol130_HCCF2+,0,1,4,0.01,0.0,0.0,0.01,0.0,0.0,0.514220674763,-4804.681661493699,-4804.799850465211,-4804.74837404449
Pol130_HCCF2-,0,1,4,0.01,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-4804.618654446864,-4804.635989201197,-4804.6625172404365
Pol130_HCHO,0,1,4,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-3115.9394759072215,-3115.937090804968,-3115.9406200477897
Pol130_HCHO0+,0,1,4,0.01,0.01,0.0,0.0,0.514220674763,0.0,0.0,-3115.9394759072215,-3115.937090804968,-3115.9406200477897
Pol130_HCHO0-,0,1,4,0.01,-0.01,0.0,0.0,-0.514220674763,0.0,0.0,-3115.9394759072215,-3115.937090804968,-3115.9406200477897
Pol130_HCHO1+,0,1,4,0.01,0.0,0.01,0.0,0.0,0.514220674763,0.0,-3115.937014313944,-3115.9643024303336,-3115.9666106532113
Pol130_HCHO1-,0,1,4,0.01,0.0,-0.01,0.0,0.0,-0.514220674763,0.0,-3115.937014313944,-3115.9644041806832,-3115.9666652922424
Pol130_HCHO2+,0,1,4,0.01,0.0,0.0,0.01,0.0,0.0,0.514220674763,-3116.1720796771124,-3116.2332812675368,-3116.2474718971444
Pol130_HCHO2-,0,1,4,0.01,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-3115.700643400896,-3115.7037220004836,-3115.7092623628932
Pol130_HCHS,0,1,4,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-11903.505771297854,-11903.50448203281,-11903.506791808348
Pol130_HCHS0+,0,1,4,0.01,0.01,0.0,0.0,0.514220674763,0.0,0.0,-11903.505771297854,-11903.50448203281,-11903.506791808348
Pol130_HCHS0-,0,1,4,0.01,-0.01,0.0,0.0,-0.514220674763,0.0,0.0,-11903.505771297854,-11903.50448203281,-11903.506791808348
Pol130_HCHS1+,0,1,4,0.01,0.0,0.01,0.0,0.0,0.514220674763,0.0,-11903.503301123448,-11903.529157605506,-11903.529642215852
Pol130_HCHS1-,0,1,4,0.01,0.0,-0.01,0.0,0.0,-0.514220674763,0.0,-11903.503301123448,-11903.529207523137,-11903.529683507213
Pol130_HCHS2+,0,1,4,0.01,0.0,0.0,0.01,0.0,0.0,0.514220674763,-11903.728897278927,-11903.759689541554,-11903.779969379806
Pol130_HCHS2-,0,1,4,0.01,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-11903.271000585713,-11903.358604494186,-11903.338161800839
Pol130_HCN,0,1,3,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-2542.4250677809573,-2542.422178161306,-2542.4267663044334
Pol130_HCN0+,0,1,3,0.01,0.01,0.0,0.0,0.514220674763,0.0,0.0,-2542.4250677809573,-2542.422178161306,-2542.4267663044334
Pol130_HCN0-,0,1,3,0.01,-0.01,0.0,0.0,-0.514220674763,0.0,0.0,-2542.4250677809573,-2542.422178161306,-2542.4267663044334
Pol130_HCN2+,0,1,3,0.01,0.0,0.0,0.01,0.0,0.0,0.514220674763,-2542.1774057299745,-2542.1188930012668,-2542.128347279848
Pol130_HCN2-,0,1,3,0.01,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-2542.6656083861203,-2542.794798394271,-2542.7978647292384
Pol130_HCO,0,2,3,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-3098.262486315132,-3098.2762975603832,-3098.3304317886123
Pol130_HCO0+,0,2,3,0.01,0.01,0.0,0.0,0.514220674763,0.0,0.0,-3098.1457718822608,-3098.1200279323198,-3098.1950307023158
Pol130_HCO0-,0,2,3,0.01,-0.01,0.0,0.0,-0.514220674763,0.0,0.0,-3098.37419779713,-3098.479980108042,-3098.505880079642
Pol130_HCO1+,0,2,3,0.01,0.0,0.01,0.0,0.0,0.514220674763,0.0,-3098.359673581922,-3098.3815867055687,-3098.387065920954
Pol130_HCO1-,0,2,3,0.01,0.0,-0.01,0.0,0.0,-0.514220674763,0.0,-3098.1635470399865,-3098.194008301619,-3098.277362322377
Pol130_HCO2+,0,2,3,0.01,0.0,0.0,0.01,0.0,0.0,0.514220674763,-3098.262486315132,-3098.2762975603832,-3098.3304317886123
Pol130_HCO2-,0,2,3,0.01,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-3098.262486315132,-3098.2762975603832,-3098.3304317886123
Pol130_HCONH2,0,1,6,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-4623.433845989093,-4623.43231309965,-4623.43423906326
Pol130_HCONH20+,0,1,6,0.01,0.01,0.0,0.0,0.514220674763,0.0,0.0,-4623.7978289802595,-4623.907638354892,-4623.922816371285
Pol130_HCONH20-,0,1,6,0.01,-0.01,0.0,0.0,-0.514220674763,0.0,0.0,-4623.060562088356,-4623.052555858641,-4623.055623101351
Pol130_HCONH21+,0,1,6,0.01,0.0,0.01,0.0,0.0,0.514220674763,0.0,-4623.483963626363,-4623.52744885137,-4623.54139700522
Pol130_HCONH21-,0,1,6,0.01,0.0,-0.01,0.0,0.0,-0.514220674763,0.0,-4623.377390437533,-4623.414669075508,-4623.417544726118
Pol130_HCONH22+,0,1,6,0.01,0.0,0.0,0.01,0.0,0.0,0.514220674763,-4623.433845989093,-4623.43231309965,-4623.43423906326
Pol130_HCONH22-,0,1,6,0.01,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-4623.433845989093,-4623.43231309965,-4623.43423906326
Pol130_HCOOH,0,1,5,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-5164.217466956748,-5164.2190357888385,-5164.218778554428
Pol130_HCOOH0+,0,1,5,0.01,0.01,0.0,0.0,0.514220674763,0.0,0.0,-5164.383127791247,-5164.408562502546,-5164.415356299676
Pol130_HCOOH0-,0,1,5,0.01,-0.01,0.0,0.0,-0.514220674763,0.0,0.0,-5164.045904486652,-5164.091903079486,-5164.089669877909
Pol130_HCOOH1+,0,1,5,0.01,0.0,0.01,0.0,0.0,0.514220674763,0.0,-5164.218569035362,-5164.270499831692,-5164.275810053887
Pol130_HCOOH1-,0,1,5,0.01,0.0,-0.01,0.0,0.0,-0.514220674763,0.0,-5164.208972165416,-5164.244227792403,-5164.237652091223
Pol130_HCOOH2+,0,1,5,0.01,0.0,0.0,0.01,0.0,0.0,0.514220674763,-5164.217466956748,-5164.2190357888385,-5164.218778554428
Pol130_HCOOH2-,0,1,5,0.01,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-5164.217466956748,-5164.2190357888385,-5164.218778554428
Pol130_HCP,0,1,3,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-10339.918774159063,-10339.928401609735,-10339.932663374111
Pol130_HCP0+,0,1,3,0.01,0.01,0.0,0.0,0.514220674763,0.0,0.0,-10339.918774159063,-10339.928401609735,-10339.932663374111
Pol130_HCP0-,0,1,3,0.01,-0.01,0.0,0.0,-0.514220674763,0.0,0.0,-10339.918774159063,-10339.928401609735,-10339.932663374111
Pol130_HCP2+,0,1,3,0.01,0.0,0.0,0.01,0.0,0.0,0.514220674763,-10339.85936401066,-10339.92747404231,-10339.94074902547
Pol130_HCP2-,0,1,3,0.01,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-10339.967211821142,-10340.035240992747,-10340.036614901252
Pol130_HCl,0,1,2,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-12538.753443279664,-12538.75887737222,-12538.758686864569
Pol130_HCl0+,0,1,2,0.01,0.01,0.0,0.0,0.514220674763,0.0,0.0,-12538.753443279664,-12538.75887737222,-12538.758686864569
Pol130_HCl0-,0,1,2,0.01,-0.01,0.0,0.0,-0.514220674763,0.0,0.0,-12538.753443279664,-12538.75887737222,-12538.758686864569
Pol130_HCl2+,0,1,2,0.01,0.0,0.0,0.01,0.0,0.0,0.514220674763,-12538.64949562973,-12538.649968862526,-12538.657701864284
Pol130_HCl2-,0,1,2,0.01,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-12538.856516516298,-12538.888710420173,-12538.88522827774
Pol130_HF,0,1,2,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-2733.7144303695827,-2733.7117291595437,-2733.711296778367
Pol130_HF0+,0,1,2,0.01,0.01,0.0,0.0,0.514220674763,0.0,0.0,-2733.7144303695827,-2733.7117291595437,-2733.711296778367
Pol130_HF0-,0,1,2,0.01,-0.01,0.0,0.0,-0.514220674763,0.0,0.0,-2733.7144303695827,-2733.7117291595437,-2733.711296778367
Pol130_HF2+,0,1,2,0.01,0.0,0.0,0.01,0.0,0.0,0.514220674763,-2733.5667018647914,-2733.5136016534357,-2733.5288988494226
Pol130_HF2-,0,1,2,0.01,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-2733.8615056781637,-2733.920094036248,-2733.8996553330862
Pol130_HNC,0,1,3,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-2541.8977715342176,-2541.877539250759,-2541.891076961683
Pol130_HNC0+,0,1,3,0.01,0.01,0.0,0.0,0.514220674763,0.0,0.0,-2541.8977715342176,-2541.877539250759,-2541.891076961683
Pol130_HNC0-,0,1,3,0.01,-0.01,0.0,0.0,-0.514220674763,0.0,0.0,-2541.8977715342176,-2541.877539250759,-2541.891076961683
Pol130_HNC2+,0,1,3,0.01,0.0,0.0,0.01,0.0,0.0,0.514220674763,-2541.695329811812,-2541.558791491832,-2541.5923375328903
Pol130_HNC2-,0,1,3,0.01,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-2542.0911669990137,-2542.2605025835805,-2542.2559724138832
Pol130_HNO,0,1,3,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-3550.8977591679245,-3550.9071885556828,-3550.9062529460484
Pol130_HNO0+,0,1,3,0.01,0.01,0.0,0.0,0.514220674763,0.0,0.0,-3550.8977591679245,-3550.9071885556828,-3550.9062529460484
Pol130_HNO0-,0,1,3,0.01,-0.01,0.0,0.0,-0.514220674763,0.0,0.0,-3550.8977591679245,-3550.9071885556828,-3550.9062529460484
