,MACE-OMOL-0-100M,MACE-OMOL-0-4M
BH9_02_139P,-646.5824379241499,-646.5794251048131
BH9_02_139R,-646.5553269864133,-646.5550192769083
BH9_02_139TS,-646.4974254255072,-646.4934891071681
BH9_02_13P,-1059.495809841899,-1059.4891764331353
BH9_02_13R,-1059.4355083747691,-1059.4295164699895
BH9_02_13TS,-1059.3942984937305,-1059.3862656058275
BH9_02_140P,-481.73258770039484,-481.73218255816266
BH9_02_140R,-481.5817933160679,-481.58162538603057
BH9_02_140TS,-481.48924265327815,-481.48259155947443
BH9_02_14P,-1059.4955689712497,-1059.4889056081358
BH9_02_14R,-1059.431246246442,-1059.425676011228
BH9_02_14TS,-1059.3942019818955,-1059.3861549812043
BH9_02_15P,-1001.4499623608381,-1001.4515816560855
BH9_02_15R,-1001.390633320432,-1001.3920195627019
BH9_02_15TS,-1001.3492246865484,-1001.3446865786002
BH9_02_16P,-1001.4410431428297,-1001.4428214893769
BH9_02_16R,-1001.3932468245092,-1001.3943305723974
BH9_02_16TS,-1001.3514465377081,-1001.3475867087234
BH9_02_17P,-925.0125266314593,-925.0138459078827
BH9_02_17R,-924.9419752215786,-924.9435487022467
BH9_02_17TS,-924.9135534758224,-924.9089457705869
BH9_02_18P,-925.0285888412377,-925.0299597823897
BH9_02_18R,-924.9474406428998,-924.9485577013726
BH9_02_18TS,-924.9121524471237,-924.9083971702784
BH9_02_19P,-1101.4652498412454,-1101.4675824970102
BH9_02_19R,-1101.4050420159397,-1101.407232906969
BH9_02_19TS,-1101.3638842331322,-1101.3603108144898
BH9_02_1P,-959.5696780960917,-959.5714185908568
BH9_02_1R1,-349.1108549393072,-349.1107652299933
BH9_02_1R2,-610.3976861059678,-610.3982949275842
BH9_02_1TS,-959.4926383311213,-959.4873065124295
BH9_02_20P,-1101.4632427982517,-1101.4654706769497
BH9_02_20R,-1101.4009645867693,-1101.403267010026
BH9_02_20TS,-1101.3655136071109,-1101.3630882368602
BH9_02_21P,-539.8863179429455,-539.8858652842729
BH9_02_21R,-539.8053321505117,-539.8057534984221
BH9_02_21TS,-539.7841896725057,-539.7807566455384
BH9_02_22P,-577.5192811735951,-577.518679551175
BH9_02_22R,-577.4178778454856,-577.4187436456488
BH9_02_22TS,-577.4021811595337,-577.3986068170501
BH9_02_23P,-771.1727553054749,-771.1733497309888
BH9_02_23R,-771.1199793348169,-771.1215318472438
BH9_02_23TS,-771.0784449854544,-771.0755681967297
BH9_02_24P,-464.64366271649936,-464.6433763152566
BH9_02_24R,-464.5656932145079,-464.56575227073773
BH9_02_24TS,-464.5224135431547,-464.5181830578468
BH9_02_25P,-502.75854910029915,-502.7574635167022
BH9_02_25R,-502.705769614559,-502.70458226032656
BH9_02_25TS,-502.66611653783843,-502.66126092223135
BH9_02_26P,-542.0877083566884,-542.086905658701
BH9_02_26R,-542.0530063263478,-542.0523737486267
BH9_02_26TS,-542.0067500110449,-542.0022793553123
BH9_02_27P,-581.3957659237232,-581.3958075430734
BH9_02_27R,-581.359832886093,-581.3597860284859
BH9_02_27TS,-581.3101875972859,-581.3065972094915
BH9_02_28P,-994.8366822914114,-994.8368949559688
BH9_02_28R,-994.8119677033319,-994.8134737117427
BH9_02_28TS,-994.7708525606457,-994.7637539080048
BH9_02_29P,-688.2217761264752,-688.2203933849951
BH9_02_29R1,-313.1871213858867,-313.1875689645201
BH9_02_29R2,-374.9821996611484,-374.9820283282597
BH9_02_29TS,-688.157719421594,-688.1559978234178
BH9_02_2P,-959.5678998830005,-959.5696738717163
BH9_02_2R1,-349.11085495149877,-349.1107652405513
BH9_02_2R2,-610.3976860976364,-610.3982949167206
BH9_02_2TS,-959.4910449502189,-959.4857708130062
BH9_02_30P,-687.0064076852608,-687.0091543338721
BH9_02_30R1,-311.9544692068201,-311.9544714823735
BH9_02_30R2,-374.9821996611484,-374.9820283282597
BH9_02_30TS,-686.915704934061,-686.9154712200854
BH9_02_31P,-991.8546153900194,-991.8581713124906
BH9_02_31R1,-616.8447963371434,-616.8433302507717
BH9_02_31R2,-374.9821996611484,-374.9820283282597
BH9_02_31TS,-991.795710068368,-991.7921762277837
BH9_02_32P,-530.9741822803616,-530.9701919506329
BH9_02_32R1,-374.9821996611484,-374.9820283282597
BH9_02_32R2,-155.9173730637504,-155.91762964601457
BH9_02_32TS,-530.8786003598029,-530.8789276693186
BH9_02_33P,-614.8221889415025,-614.82175449033
BH9_02_33R,-614.7560020494549,-614.7664966272977
BH9_02_33TS,-614.7293356436551,-614.7298322731001
BH9_02_34P,-1002.7163113367021,-1002.7149256476298
BH9_02_34R,-1002.6946010501687,-1002.6942472341652
BH9_02_34TS,-1002.6662276719009,-1002.6662783911706
BH9_02_35P,-1002.7172824128744,-1002.7160637188337
BH9_02_35R,-1002.6946010397807,-1002.6942472182662
BH9_02_35TS,-1002.669161595855,-1002.6691686733024
BH9_02_36P,-1006.0832312471537,-1006.0829270198276
BH9_02_36R,-1006.0522727528707,-1006.0530426773919
BH9_02_36TS,-1006.0282323195582,-1006.0299798659571
BH9_02_37P,-1006.0826671816292,-1006.0821552489157
BH9_02_37R,-1006.0519861347148,-1006.0527477305166
BH9_02_37TS,-1006.0253107177391,-1006.0269944854714
BH9_02_38P,-1070.991878410795,-1070.9912669416383
BH9_02_38R,-1070.9702789743085,-1070.9699470096375
BH9_02_38TS,-1070.9333401438248,-1070.925444806375
BH9_02_39P,-1070.978556350119,-1070.976497011949
BH9_02_39R,-1070.9747297559688,-1070.9736768684756
BH9_02_39TS,-1070.9086356961443,-1070.8990280015148
BH9_02_3P,-959.5729114058076,-959.5748469134713
BH9_02_3R1,-349.11275369595467,-349.11289595582076
BH9_02_3R2,-610.3976860799817,-610.3982949023222
BH9_02_3TS,-959.4885179426362,-959.4810053839778
BH9_02_40P,-1316.4658857674021,-1316.4666089084915
BH9_02_40R1,-1086.4150759103882,-1086.4160345430894
BH9_02_40R2,-230.0285863013768,-230.02863370845162
BH9_02_40TS,-1316.42048072074,-1316.40797317627
BH9_02_41P,-859.0845396249006,-859.0853351602656
BH9_02_41R1,-629.0511710448596,-629.0506718067186
BH9_02_41R2,-230.02858632873713,-230.02863373561598
BH9_02_41TS,-859.0301667752996,-859.0206998649222
BH9_02_42P,-897.5769486124799,-897.5760746044426
BH9_02_42R1,-628.1680808619744,-628.1695392563432
BH9_02_42R2,-269.3464835406232,-269.3460614048318
BH9_02_42TS,-897.498395716052,-897.4919236051013
BH9_02_43P,-897.5681766235513,-897.5688051606099
BH9_02_43R1,-628.1680807863787,-628.169539510052
BH9_02_43R2,-269.34648354964173,-269.346061414272
BH9_02_43TS,-897.4856120880598,-897.4821247442181
BH9_02_44P,-859.4447227224892,-859.4448179840975
BH9_02_44R1,-628.1680808478753,-628.1695395711376
BH9_02_44R2,-231.2163142674656,-231.21634788652875
BH9_02_44TS,-859.3581327605456,-859.3543878519553
BH9_02_45P,-782.0515577726909,-782.0500781478265
BH9_02_45R1,-703.4143675186351,-703.4155461461401
BH9_02_45R2,-78.56661613706851,-78.56660872965072
BH9_02_45TS,-781.9565331251094,-781.9524158473492
BH9_02_46P,-758.3905872341421,-758.390166149702
BH9_02_46R,-758.3474985518582,-758.3486254319471
BH9_02_46TS,-758.305633037032,-758.2985056598128
BH9_02_47P,-606.0298123855598,-606.0301505499888
BH9_02_47R1,-374.9821996611484,-374.9820283282597
BH9_02_47R2,-230.9022900115625,-230.89971415256946
BH9_02_47TS,-605.8841216953919,-605.8789572394039
BH9_02_48P,-727.6032356599552,-727.603162960402
BH9_02_48R1,-496.56137323462696,-496.5609893321845
BH9_02_48R2,-230.90229000332852,-230.89971414196754
BH9_02_48TS,-727.4587949856407,-727.4519537477338
BH9_02_49P,-848.371691002031,-848.3738949033972
BH9_02_49R1,-538.6953747423967,-538.6962561943211
BH9_02_49R2,-309.61986490233573,-309.62021699207423
BH9_02_49TS,-848.2907720854141,-848.2868495902019
BH9_02_4P,-959.5738781519929,-959.5757566195946
BH9_02_4R1,-349.112753699421,-349.1128959592665
BH9_02_4R2,-610.3976860652833,-610.3982948999865
BH9_02_4TS,-959.4910627608145,-959.4861101185303
BH9_02_50P,-902.7220092500044,-902.7227266195081
BH9_02_50R,-902.6910554787452,-902.6907132413309
BH9_02_50TS,-902.6608293967903,-902.6527982833675
BH9_02_51P1,-902.7284509616576,-902.7291101986281
BH9_02_51P2,-76.43366438280371,-76.43358589577534
BH9_02_51P3,-76.43366437840916,-76.43358589137098
BH9_02_51R1,-902.6830377608353,-902.6827843722023
BH9_02_51R2,-76.43366438280371,-76.43358589577534
BH9_02_51R3,-76.43366438280371,-76.43358589577534
BH9_02_51TS,-1055.5538746822522,-1055.5466183178803
BH9_02_52P,-746.6902015174587,-746.6903245665673
BH9_02_52R1,-440.1699597304935,-440.1689162388009
BH9_02_52R2,-306.477616892339,-306.47762843322556
BH9_02_52TS,-746.6301338832341,-746.6226324799114
BH9_02_53P,-819.5645750434473,-819.5652111034
BH9_02_53R1,-440.16995972508545,-440.1689162330052
BH9_02_53R2,-379.3488612626264,-379.34871576308615
BH9_02_53TS,-819.5035945940233,-819.5028478205319
BH9_02_54P,-941.7860879265636,-941.7860743056792
BH9_02_54R1,-518.7754790316438,-518.774499793057
BH9_02_54R2,-422.96596512945604,-422.9658214614055
BH9_02_54TS,-941.7428624843276,-941.7443706416502
BH9_02_55P,-517.3569323989221,-517.3565019161894
BH9_02_55R1,-313.18712138181263,-313.18756896119515
BH9_02_55R2,-204.1004363502845,-204.10035904285724
BH9_02_55TS,-517.2668198134816,-517.2630348134928
BH9_02_56P,-516.189764351688,-516.1900959222472
BH9_02_56R1,-311.95447266237045,-311.9544748641953
BH9_02_56R2,-204.1004365319254,-204.10035921521498
BH9_02_56TS,-516.036036891606,-516.0340990318941
BH9_02_57P,-821.075663157708,-821.0765666122064
BH9_02_57R1,-616.8447963393327,-616.843330245523
BH9_02_57R2,-204.1004365251065,-204.10035920861242
BH9_02_57TS,-820.9299088843798,-820.9247895742326
BH9_02_58P,-360.1056611924515,-360.10498323295474
BH9_02_58R1,-155.91737306325854,-155.91762964997113
BH9_02_58R2,-204.1004365319254,-204.10035921521498
BH9_02_58TS,-359.9917127801998,-359.9889906330961
BH9_02_59P,-360.10529268042694,-360.1049890964259
BH9_02_59R1,-155.91737306332234,-155.91762965021056
BH9_02_59R2,-204.1004365319254,-204.10035921521498
BH9_02_59TS,-359.99267658173693,-359.9896502406601
BH9_02_5P,-481.6957803601029,-481.6938340050526
BH9_02_5R,-481.5871604917195,-481.58611102538475
BH9_02_5TS,-481.5429385289934,-481.54045488054686
BH9_02_60P,-992.9897376888009,-992.9904718857283
BH9_02_60R1,-788.7534784234786,-788.7532906467371
BH9_02_60R2,-204.1004362907895,-204.10035897102705
BH9_02_60TS,-992.8435416140877,-992.839494329065
BH9_02_61P,-576.7170316659481,-576.7234053718096
BH9_02_61R1,-458.75448135039926,-458.7616514558925
BH9_02_61R2,-117.8754786786307,-117.87553321678355
BH9_02_61TS,-576.6278343682675,-576.6352057961956
BH9_02_62P,-576.7141758634097,-576.7206070259676
BH9_02_62R1,-458.7544813511888,-458.7616514552845
BH9_02_62R2,-117.87547868683494,-117.87553322609529
BH9_02_62TS,-576.6203172265344,-576.626830420046
BH9_02_63P,-575.4906674818192,-575.4959040519626
BH9_02_63R,-575.452040805389,-575.4576231676543
BH9_02_63TS,-575.4225298757265,-575.4313958011742
BH9_02_64P,-614.827618951263,-614.8336482862286
BH9_02_64R,-614.7572907657309,-614.7643949185162
BH9_02_64TS,-614.74392115406,-614.7516606388189
BH9_02_65P,-654.1372402570676,-654.1440574679766
BH9_02_65R,-654.0616625605637,-654.0791530406582
BH9_02_65TS,-654.0461674566427,-654.0549083363513
BH9_02_66P,-654.1373335237159,-654.1447606141144
BH9_02_66R,-654.0617617928222,-654.0800316885807
BH9_02_66TS,-654.0501546892327,-654.0581813930951
BH9_02_67P,-1581.1499395379915,-1581.1520079204377
BH9_02_67R1,-1020.7952009369,-1020.795148103425
BH9_02_67R2,-560.3087816946303,-560.3089872966744
BH9_02_67TS,-1581.0886394491265,-1581.086592924338
BH9_02_68P,-1452.5047085103176,-1452.507215621266
BH9_02_68R1,-892.1491603268831,-892.1495750720544
BH9_02_68R2,-560.3101557368269,-560.3104714387412
BH9_02_68TS,-1452.4414577460132,-1452.440000460855
BH9_02_69P,-956.2035585006233,-956.2046856336001
BH9_02_69R1,-395.84992650763724,-395.85045109094693
BH9_02_69R2,-560.3101557373964,-560.3104714393073
BH9_02_69TS,-956.1350781702345,-956.1335032993733
BH9_02_6P,-481.6937747579566,-481.69275657985816
BH9_02_6R,-481.6359560173673,-481.6350693386284
BH9_02_6TS,-481.5907702683567,-481.58593537296304
BH9_02_70P,-1070.9865595573467,-1070.986819005794
BH9_02_70R,-1070.9702789740454,-1070.9699470051464
BH9_02_70TS,-1070.9152447507142,-1070.9178824446071
BH9_02_71P,-1070.9850462069123,-1070.9856108349577
BH9_02_71R,-1070.97449725611,-1070.9734517770062
BH9_02_71TS,-1070.9173633040016,-1070.9196802981128
BH9_02_72P,-1071.0060476332426,-1071.007800582592
BH9_02_72R,-1070.96711638783,-1070.9670939808427
BH9_02_72TS,-1070.9184682066402,-1070.9164507746523
BH9_02_73P,-731.5249991012764,-731.5229069575602
BH9_02_73R1,-575.51914312181,-575.5181711622488
BH9_02_73R2,-155.94729865628958,-155.94755130137276
BH9_02_73TS,-731.4494167153777,-731.4443011852907
BH9_02_74P,-731.5273458309512,-731.5257070744617
BH9_02_74R,-731.5283730159023,-731.5291434681596
BH9_02_74TS,-731.4841826916056,-731.4808349932491
BH9_02_75P,-770.8644489303422,-770.8629965715265
BH9_02_75R1,-575.5191431217626,-575.5181711621691
BH9_02_75R2,-195.29242944246593,-195.29233426914354
BH9_02_75TS,-770.7937765512798,-770.7888404677562
BH9_02_76P,-770.8650628777738,-770.8638733085576
BH9_02_76R,-770.8372187222159,-770.8380959116828
BH9_02_76TS,-770.8034493360076,-770.7996067641853
BH9_02_77P,-848.279892852106,-848.2786802523824
BH9_02_77R1,-575.5191431306513,-575.5181711756811
BH9_02_77R2,-272.6956742494737,-272.6955742858279
BH9_02_77TS,-848.2001803068191,-848.1979366071494
BH9_02_78P,-848.2800897129514,-848.2790837548453
BH9_02_78R,-848.2490907750177,-848.250047914616
BH9_02_78TS,-848.2159582230605,-848.2138516731444
BH9_02_79P,-888.7729026731591,-888.7739414411742
BH9_02_79R1,-575.5191431384185,-575.5181712034092
BH9_02_79R2,-313.18712102462854,-313.1875686416314
BH9_02_79TS,-888.7008338254869,-888.7011714889289
BH9_02_7P,-1311.0984943297071,-1311.099882845041
BH9_02_7R,-1311.0627272245572,-1311.0657155548872
BH9_02_7TS,-1311.0230949757363,-1311.0234898183373
BH9_02_80P,-888.7733085314703,-888.7741966607882
BH9_02_80R,-888.7514681573809,-888.7541495312465
BH9_02_80TS,-888.7035020065452,-888.7045613308874
BH9_02_81P,-732.7531438101961,-732.7520860137237
BH9_02_81R1,-575.519143124764,-575.5181711643322
BH9_02_81R2,-157.18172770427807,-157.1817902318118
BH9_02_81TS,-732.6811654362438,-732.6769415117112
BH9_02_82P,-732.7448696345506,-732.7436517875873
BH9_02_82R1,-383.77056386061497,-383.7695540485878
BH9_02_82R2,-348.9284270935305,-348.9288530270735
BH9_02_82TS,-732.6824114389315,-732.6826177744381
BH9_02_83P,-1005.2390533231736,-1005.232108563667
BH9_02_83R,-1005.1969355766436,-1005.1931493439107
BH9_02_83TS,-1005.1681371034962,-1005.1674948697632
BH9_02_84P,-753.2482972831748,-753.2490576916632
BH9_02_84R,-753.2100003453146,-753.2106762041058
BH9_02_84TS,-753.1641027673837,-753.1632608796525
BH9_02_85P,-753.2487684396775,-753.2496004045257
BH9_02_85R,-753.213956274506,-753.2143800642167
BH9_02_85TS,-753.1632072339173,-753.1617929733944
BH9_02_86P,-1382.487605015212,-1382.4891847304277
BH9_02_86R,-1382.4471496102522,-1382.4482557425724
BH9_02_86TS,-1382.398711591213,-1382.3987069786028
BH9_02_87P,-1382.4875509516564,-1382.4892451458395
BH9_02_87R,-1382.4494713945073,-1382.4504064298242
BH9_02_87TS,-1382.3969947798819,-1382.396518192236
BH9_02_88P,-981.1567023769151,-981.1578568031275
BH9_02_88R,-981.1147454010027,-981.1156407188515
BH9_02_88TS,-981.0686045893564,-981.0689349818947
BH9_02_89P,-981.1574570568878,-981.1585544848011
BH9_02_89R,-981.1168009866933,-981.1177099580524
BH9_02_89TS,-981.0665314900771,-981.0662974335623
BH9_02_8P,-1058.5835275288603,-1058.585745954358
BH9_02_8R,-1058.542991997294,-1058.5450992530316
BH9_02_8TS,-1058.5205865775165,-1058.5180028751079
BH9_02_90P,-792.5565804261053,-792.5575320510153
BH9_02_90R,-792.5163459330925,-792.5170939600376
BH9_02_90TS,-792.4695080473996,-792.4691837571573
BH9_02_91P,-792.5573581937427,-792.5583661803852
BH9_02_91R,-792.5176927344897,-792.5180996130564
BH9_02_91TS,-792.4661003516976,-792.4653271883113
BH9_02_92P,-1161.8891897966364,-1161.890342268386
BH9_02_92R,-1161.8423187405776,-1161.84378251992
BH9_02_92TS,-1161.7979646476776,-1161.7975873421472
BH9_02_93P,-1161.8884149647436,-1161.8896325454464
BH9_02_93R,-1161.8456266112603,-1161.8465872886643
BH9_02_93TS,-1161.7958783177667,-1161.7942331039385
BH9_02_94P,-910.4645679539327,-910.4659706772338
BH9_02_94R,-910.418835576564,-910.4205705407431
BH9_02_94TS,-910.3712688122473,-910.3715899182796
BH9_02_95P,-910.4656128864727,-910.4669562456141
BH9_02_95R,-910.4203088356909,-910.4215889804897
BH9_02_95TS,-910.3698631323973,-910.3696553858351
BH9_02_96P,-503.3638703506751,-503.3615236575239
BH9_02_96R,-503.3586594358295,-503.3591544147296
BH9_02_96TS,-503.34060675447574,-503.3417957231298
BH9_02_97P,-503.91627882032657,-503.9165707723121
BH9_02_97R,-503.9536455047426,-503.9535269893001
BH9_02_97TS,-503.8821339766805,-503.88072480996897
BH9_02_98P,-234.58012644945572,-234.58015089584964
BH9_02_98R,-234.56155224253007,-234.5615580963885
BH9_02_98TS,-234.5075448865566,-234.50777532583862
BH9_02_99P,-234.57626703048598,-234.57644143432316
BH9_02_99R,-234.56155224253007,-234.5615580963885
BH9_02_99TS,-234.48846256080196,-234.48905164695938
BH9_02_9P,-777.9075418035593,-777.9079236185812
BH9_02_9R,-777.8560559953878,-777.8568917223574
BH9_02_9TS,-777.8273168300851,-777.8222660420408
BH9_03_10P1,-401.72017354366847,-401.7206875405978
BH9_03_10P2,-835.7340940370265,-835.7336551634988
BH9_03_10R1,-501.6548194116035,-501.65484089895983
BH9_03_10R2,-735.8490057264138,-735.8490487607833
BH9_03_10TS,-1237.441758537791,-1237.439498798884
BH9_03_11P1,-359.99702306710776,-359.99761794645633
BH9_03_11P2,-618.0113600441251,-618.0112606635784
BH9_03_11R1,-820.2526133263344,-820.2521956491329
BH9_03_11R2,-157.74592151965737,-157.74627669587176
BH9_03_11TS,-977.9942970121679,-978.0013485198638
BH9_03_12P1,-554.0628421965015,-554.0658822352578
BH9_03_12P2,-498.6103510747278,-498.60865547503835
BH9_03_12R1,-653.9749774033852,-653.9751427270471
BH9_03_12R2,-398.72849360155215,-398.7301711991452
BH9_03_12TS,-1052.637104352297,-1052.6470756659262
BH9_03_13P1,-270.88891733373066,-270.8923860245754
BH9_03_13P2,-820.2526133547469,-820.2521956759944
BH9_03_13R1,-731.1335322651164,-731.1338568491165
BH9_03_13R2,-359.9970228834236,-359.9976173538129
BH9_03_13TS,-1091.1183664753307,-1091.13090736711
BH9_03_14P1,-370.1585552589757,-370.1618771165865
BH9_03_14P2,-820.2526132816748,-820.2521956016866
BH9_03_14R1,-830.4026461135386,-830.4029196405896
BH9_03_14R2,-359.99702301594095,-359.99761766105365
BH9_03_14TS,-1190.3876297979882,-1190.4004472930396
BH9_03_15P1,-388.8107700202666,-388.81499122674586
BH9_03_15P2,-498.6103510747278,-498.60865547503835
BH9_03_15R1,-488.7281702294958,-488.72848657737563
BH9_03_15R2,-398.72849360155215,-398.7301711991452
BH9_03_15TS,-887.3912421603292,-887.3999494719955
BH9_03_16P1,-818.4080942405917,-818.4092215212594
BH9_03_16P2,-347.8141591653338,-347.8124056096326
BH9_03_16R1,-918.2831951809944,-918.282923991371
BH9_03_16R2,-247.93746802161021,-247.9365555462003
BH9_03_16TS,-1166.2040526201683,-1166.190154211049
BH9_03_17P1,-475.4467373407089,-475.4499246802882
BH9_03_17P2,-820.2526132603215,-820.2521955817061
BH9_03_17R1,-935.6868413696595,-935.6870548063561
BH9_03_17R2,-360.0006090444851,-360.0019467429825
BH9_03_17TS,-1295.6717267701665,-1295.6816533931312
BH9_03_18P1,-310.1965002062643,-310.2001346016238
BH9_03_18P2,-820.2526132685886,-820.2521955899218
BH9_03_18R1,-770.4414629032934,-770.4418037862135
BH9_03_18R2,-359.99702294329546,-359.99761771837825
BH9_03_18TS,-1130.427405208958,-1130.4402352592883
BH9_03_19P1,-782.4465360182786,-782.4479288085798
BH9_03_19P2,-347.8141591672777,-347.8124056111878
BH9_03_19R1,-882.3208890013266,-882.321015576353
BH9_03_19R2,-247.93746802160965,-247.9365555461986
BH9_03_19TS,-1130.2431470647496,-1130.2298035733459
BH9_03_1P1,-157.74592151467806,-157.74627668917208
BH9_03_1P2,-498.61035104907216,-498.6086554499791
BH9_03_1R1,-257.6814057885888,-257.6815184115087
BH9_03_1R2,-398.72849360155215,-398.7301711991452
BH9_03_1TS,-656.3371747184124,-656.337962306619
BH9_03_20P1,-385.4216981309292,-385.42479029472685
BH9_03_20P2,-820.2526133225833,-820.2521956450013
BH9_03_20R1,-845.6656066615335,-845.6661931024008
BH9_03_20R2,-359.9970229841206,-359.99761773762583
BH9_03_20TS,-1205.653508991883,-1205.6666058370283
BH9_03_21P1,-349.5030876011644,-349.50739154446956
BH9_03_21P2,-652.7525869748948,-652.7518930213046
BH9_03_21R1,-809.748549221247,-809.748702384966
BH9_03_21R2,-192.4884301928041,-192.48995426622122
BH9_03_21TS,-1002.2157142502166,-1002.2163477661292
BH9_03_22P1,-629.9865080428933,-629.988373839647
BH9_03_22P2,-695.4250316150747,-695.4246731515518
BH9_03_22R1,-1090.2386137227184,-1090.238927993443
BH9_03_22R2,-235.16098130631215,-235.1612016653365
BH9_03_22TS,-1325.3806182872222,-1325.3864024111863
BH9_03_23P1,-235.160981308399,-235.16120166590866
BH9_03_23P2,-767.2958943175779,-767.2961067666122
BH9_03_23R1,-695.4250315969363,-695.4246731348157
BH9_03_23R2,-307.0442106234127,-307.04553736108136
BH9_03_23TS,-1002.4365195622914,-1002.4413847930905
BH9_03_24P1,-535.676305228308,-535.6786689125802
BH9_03_24P2,-835.7340940570425,-835.7336551822979
BH9_03_24R1,-635.6112052275147,-635.6116214742939
BH9_03_24R2,-735.8490057232982,-735.8490487523527
BH9_03_24TS,-1371.3981684209432,-1371.3977552632782
BH9_03_25P,-1079.6782127140734,-1079.68290850129
BH9_03_25R,-1079.6619093516238,-1079.668957693431
BH9_03_25TS,-1079.6180375130336,-1079.627060899008
BH9_03_26P1,-876.3022504915808,-876.3121791644156
BH9_03_26P2,-654.8532170207606,-654.8531564301674
BH9_03_26R1,-1336.5136783311448,-1336.514610357274
BH9_03_26R2,-194.6084741867472,-194.6099453097322
BH9_03_26TS,-1531.1094269690145,-1531.1115561300594
BH9_03_27P1,-747.9040423100323,-747.9070696367941
BH9_03_27P2,-461.068795672335,-461.0689947958993
BH9_03_27R1,-847.8370293036411,-847.8372050640662
BH9_03_27R2,-361.20239570583556,-361.20657915007143
BH9_03_27TS,-1208.9557634906864,-1208.9540124439914
BH9_03_28P1,-424.9624179989519,-424.9664045722743
BH9_03_28P2,-461.06879572573104,-461.06899486690594
BH9_03_28R1,-524.8961988804166,-524.8961803362213
BH9_03_28R2,-361.2023957133144,-361.20657920866716
BH9_03_28TS,-886.0118656182382,-886.0096045571767
BH9_03_29P1,-349.50308758410273,-349.507391569791
BH9_03_29P2,-462.3606652013001,-462.35978316024426
BH9_03_29R1,-449.42047895426674,-449.4208055728773
BH9_03_29R2,-362.55288231717304,-362.48746953021003
BH9_03_29TS,-811.8640595070135,-811.8479417698792
BH9_03_2P1,-323.0996637925677,-323.09947950571075
BH9_03_2P2,-835.7340940569677,-835.7336551625816
BH9_03_2R1,-423.03228698818714,-423.0322587677438
BH9_03_2R2,-735.8490058622089,-735.8490489402175
BH9_03_2TS,-1158.812413509976,-1158.809635287156
BH9_03_30P1,-368.2995110779346,-368.2993197164311
BH9_03_30P2,-616.5318112085511,-616.5318698728706
BH9_03_30R1,-468.1532482187575,-468.15496184580275
BH9_03_30R2,-516.6430438242007,-516.6429359045435
BH9_03_30TS,-984.7837654578723,-984.7937392240129
BH9_03_31P1,-786.0166481724841,-786.0185558456574
BH9_03_31P2,-461.06879567569274,-461.06899479950613
BH9_03_31R1,-885.9432504315439,-885.9439843190158
BH9_03_31R2,-361.2023957438747,-361.2065794962172
BH9_03_31TS,-1247.0667958220556,-1247.0632058761469
BH9_03_32P1,-463.0786145838551,-463.0807232824351
BH9_03_32P2,-461.0687956652349,-461.06899478648637
BH9_03_32R1,-563.0050641651097,-563.0055066131648
BH9_03_32R2,-361.20239570915635,-361.2065791571505
BH9_03_32TS,-924.1278311118647,-924.1222794223373
BH9_03_33P1,-876.3022504996143,-876.3121791699318
BH9_03_33P2,-656.0920764814664,-656.0920128189589
BH9_03_33R1,-1336.5136783333317,-1336.514610360467
BH9_03_33R2,-195.84899717536496,-195.84964521903723
BH9_03_33TS,-1532.3495983918056,-1532.3501851660462
BH9_03_34P1,-464.03542649605936,-464.03944800635026
BH9_03_34P2,-692.056803095752,-692.0560895522739
BH9_03_34R1,-924.2805589048335,-924.2810375818035
BH9_03_34R2,-231.7920265510409,-231.79440350653354
BH9_03_34TS,-1156.052983619813,-1156.0552009712285
BH9_03_35P1,-443.19274878348944,-443.1955622426827
BH9_03_35P2,-1090.2386137219441,-1090.2389279917677
BH9_03_35R1,-903.4563406046408,-903.4564435628183
BH9_03_35R2,-629.9865080449855,-629.9883738414969
BH9_03_35TS,-1533.4158502020737,-1533.4195777600553
BH9_03_36P1,-443.19274878563067,-443.1955622470755
BH9_03_36P2,-767.2958943175779,-767.2961067666122
BH9_03_36R1,-903.4563406052431,-903.4564435633787
BH9_03_36R2,-307.0442106430339,-307.0455373452405
BH9_03_36TS,-1210.4725316777906,-1210.4764763787591
BH9_03_37P1,-368.2995117570465,-368.29931929242605
BH9_03_37P2,-406.96320040344574,-406.96312378849535
BH9_03_37R1,-468.1532481274316,-468.1549617408801
BH9_03_37R2,-307.04877999986167,-307.0501517136767
BH9_03_37TS,-775.1879918750428,-775.175753855725
BH9_03_38P1,-502.1333133021718,-502.1386123060766
BH9_03_38P2,-731.3625853661588,-731.3618605359243
BH9_03_38R1,-962.3630800975396,-962.3639297829824
BH9_03_38R2,-271.0975995165568,-271.1004562485799
BH9_03_38TS,-1233.444671396048,-1233.4504971730007
BH9_03_39P1,-407.22823204117367,-407.2311055539241
BH9_03_39P2,-731.3612587971973,-731.3604890680608
BH9_03_39R1,-867.470721177479,-867.4700798146154
BH9_03_39R2,-271.0963323992612,-271.0994671994202
BH9_03_39TS,-1138.548976724405,-1138.5496912858182
BH9_03_3P1,-359.9970230378861,-359.99761785342145
BH9_03_3P2,-577.4741768602482,-577.4741910967836
BH9_03_3R1,-820.2526132453539,-820.2521955662905
BH9_03_3R2,-117.23284842959808,-117.23213282885544
BH9_03_3TS,-937.4594598264582,-937.4680752451864
BH9_03_40P1,-312.50494460820505,-312.50635747112955
BH9_03_40P2,-772.8154779573538,-772.8149803989111
